rms_norm,crest_factor,kurtosis,temperature_delta,label
1.1294,3.6152,2.9872,0.98,Healthy
0.9876,2.6396,3.3890,3.59,Healthy
1.2359,3.0638,2.8554,2.21,Healthy
1.0010,2.8406,2.9636,2.54,Healthy
3.6100,7.6432,7.0000,27.73,Danger
0.9264,3.3337,2.7220,2.07,Healthy
0.9955,2.7238,3.1725,0.53,Healthy
2.7759,5.1436,3.5000,18.12,Degraded
2.3028,4.5307,5.7097,9.36,Degraded
1.0100,2.6283,2.5692,0.82,Healthy
2.0997,4.1194,3.5000,7.73,Degraded
1.7560,5.3484,6.1639,10.88,Degraded
1.0748,3.1159,3.2496,3.61,Healthy
5.6747,8.8341,9.5556,24.59,Danger
0.9482,2.8672,3.1065,4.39,Healthy
0.9606,2.8811,2.4889,3.61,Healthy
0.9554,2.9130,3.6032,0.00,Healthy
2.4593,4.1391,4.9110,11.40,Degraded
0.9874,3.2042,3.0973,0.22,Healthy
0.8940,3.0030,3.2192,0.13,Healthy
0.9937,3.0724,2.8953,0.92,Healthy
0.9968,2.9889,3.5713,2.41,Healthy
1.0872,3.0728,3.0165,4.11,Healthy
1.0372,3.3059,2.8432,3.77,Healthy
1.1440,3.1746,3.5644,0.45,Healthy
2.0812,3.8218,5.9260,5.24,Degraded
2.4882,5.6484,5.3090,5.44,Degraded
2.8571,5.7605,5.5298,13.39,Degraded
3.9402,7.2774,14.2981,35.28,Danger
0.8606,3.0905,2.7211,0.20,Healthy
0.8658,2.7033,3.2730,3.27,Healthy
0.9786,3.4294,2.9952,1.85,Healthy
0.8290,3.7264,2.6880,4.59,Healthy
1.0206,3.2791,3.3351,2.26,Healthy
1.0134,3.2481,2.8917,1.08,Healthy
1.1299,3.3387,3.2906,2.66,Healthy
1.8189,4.8997,8.4110,13.14,Degraded
3.0642,4.0239,4.6358,13.80,Degraded
3.1525,7.1437,15.7774,29.84,Danger
0.9902,3.0969,2.7677,0.00,Healthy
1.8389,3.7453,4.7410,10.02,Degraded
1.2047,3.1534,3.5002,1.96,Healthy
5.2344,7.4456,14.0281,37.80,Danger
0.9558,2.6255,2.8891,0.29,Healthy
2.0874,5.0793,5.5820,15.18,Degraded
1.7641,4.3902,7.0351,10.04,Degraded
1.1476,2.7021,2.9986,3.58,Healthy
2.2379,4.3257,5.8420,19.94,Degraded
1.0957,2.3368,2.1137,0.03,Healthy
2.4965,5.1692,4.9301,7.13,Degraded
0.8756,3.2413,2.9047,2.91,Healthy
0.8154,2.8288,3.1669,5.18,Healthy
2.5553,4.1861,3.5000,8.02,Degraded
4.8955,6.9964,16.0499,18.85,Danger
2.0588,4.6960,7.5975,7.85,Degraded
1.0798,2.9674,3.5457,0.00,Healthy
2.8649,4.7210,5.4853,11.00,Degraded
4.9339,5.5831,9.9158,21.59,Danger
1.1470,3.3213,3.0767,4.69,Healthy
0.9760,2.5539,3.0483,0.68,Healthy
0.9076,2.9697,3.1600,0.17,Healthy
4.5900,8.3123,9.0036,33.16,Danger
0.8946,3.0765,3.4023,1.90,Healthy
1.9695,4.1925,5.3421,13.52,Degraded
1.3000,4.8910,4.2486,20.65,Degraded
1.1618,2.5618,3.5510,2.95,Healthy
0.8043,2.9619,2.5752,4.88,Healthy
0.9686,3.5283,3.3468,3.20,Healthy
0.9032,2.7810,3.0696,1.42,Healthy
1.9454,4.6186,6.5536,10.04,Degraded
1.0229,3.3493,3.1758,0.00,Healthy
1.4248,4.1918,5.2000,9.38,Degraded
1.0559,2.9656,2.5691,1.94,Healthy
4.6776,7.8951,15.9319,15.40,Danger
1.0167,2.6407,3.7998,1.90,Healthy
0.9868,3.1321,3.1838,0.82,Healthy
2.5356,5.4757,5.9196,10.53,Degraded
0.8927,2.5664,3.9645,3.50,Healthy
1.0127,3.0195,2.6906,1.65,Healthy
2.0291,4.1639,5.7215,8.39,Degraded
0.9340,3.2996,3.2744,0.71,Healthy
1.0248,3.2880,3.6232,1.32,Healthy
0.9130,3.1405,3.3299,2.59,Healthy
0.9370,3.4490,3.0871,3.65,Healthy
1.0910,3.4858,2.6864,2.92,Healthy
1.0055,3.0632,3.3736,2.19,Healthy
2.1908,4.6426,5.8225,18.18,Degraded
2.6653,4.5483,6.6532,12.17,Degraded
1.0789,2.5514,3.5963,2.25,Healthy
3.9318,6.1141,7.1255,39.19,Danger
3.9156,7.6157,8.8287,17.95,Danger
1.9282,4.3677,6.6610,14.17,Degraded
1.0516,3.0329,3.0022,0.62,Healthy
2.8668,4.6284,5.4815,9.74,Degraded
3.3077,6.1445,16.0947,19.80,Danger
1.1563,2.8580,3.2208,1.85,Healthy
0.9117,3.1281,2.7506,1.84,Healthy
2.5926,3.4109,4.5553,12.31,Degraded
1.0047,3.0788,2.9647,3.01,Healthy
4.0810,6.1890,9.9992,27.04,Danger
0.9355,3.0417,3.4596,2.03,Healthy
1.0241,3.1375,2.8811,0.00,Healthy
1.0119,2.8891,2.6055,2.05,Healthy
1.0002,3.4948,2.9659,2.62,Healthy
0.9296,3.1288,2.5388,3.31,Healthy
1.1230,3.0224,2.5919,1.58,Healthy
0.9751,2.8610,2.8673,0.00,Healthy
0.9330,3.1773,3.4740,0.00,Healthy
6.4204,8.0550,7.0000,15.00,Danger
1.7350,4.2166,6.2710,14.10,Degraded
1.3000,4.5197,6.7691,12.24,Degraded
2.1024,4.6313,6.1662,11.58,Degraded
1.0856,3.0848,2.5586,0.00,Healthy
0.8718,3.0329,3.3830,0.50,Healthy
4.8708,6.6659,11.8892,36.94,Danger
1.2133,2.8646,2.9429,1.44,Healthy
1.0467,2.9152,2.8922,3.62,Healthy
0.8474,2.9247,3.1111,1.44,Healthy
5.6507,5.6321,9.1449,44.44,Danger
0.9678,2.7775,2.8644,0.00,Healthy
0.8834,2.9134,3.2428,0.74,Healthy
1.2051,2.7498,3.2802,1.48,Healthy
5.2523,6.2806,10.0028,20.25,Danger
0.8861,3.1018,2.9435,1.57,Healthy
2.0047,4.5939,6.8037,14.97,Degraded
1.2452,3.1345,3.1251,0.77,Healthy
0.9720,2.5545,3.3449,0.78,Healthy
1.0507,3.4647,2.7737,3.40,Healthy
0.8379,3.2664,2.8439,2.76,Healthy
0.9756,3.2711,2.8126,0.68,Healthy
4.7204,6.7313,10.3782,31.37,Danger
0.9596,3.2054,3.1537,2.83,Healthy
0.9786,2.9929,3.0657,3.38,Healthy
0.9883,2.5134,2.5089,2.98,Healthy
2.2258,3.3730,7.2741,9.04,Degraded
2.3711,5.0752,6.9242,13.46,Degraded
0.9877,2.7295,2.4886,1.47,Healthy
0.9991,2.6487,3.3512,1.78,Healthy
2.7064,4.5714,6.3633,18.00,Degraded
0.9340,2.9555,3.5065,0.00,Healthy
0.8491,3.4201,3.2470,3.42,Healthy
2.0914,4.7726,5.3878,10.23,Degraded
1.0272,2.9630,2.2260,3.58,Healthy
2.1832,4.6015,6.1362,14.50,Degraded
0.9247,2.7074,2.9705,1.23,Healthy
1.0267,3.2749,3.3147,2.31,Healthy
2.0400,4.8032,5.7810,15.07,Degraded
5.2321,6.0910,8.7588,26.78,Danger
3.8510,6.2079,11.2744,29.49,Danger
1.0586,2.8984,2.7369,2.24,Healthy
1.0283,3.0873,2.1247,1.48,Healthy
1.7539,4.0788,5.8868,11.15,Degraded
1.1534,3.0557,3.6886,1.28,Healthy
1.0628,3.1343,2.4029,0.77,Healthy
1.2148,2.9729,4.1093,3.89,Healthy
0.9643,3.2075,3.3345,5.17,Healthy
5.4979,7.8590,11.0507,40.19,Danger
1.0102,3.6320,2.4465,2.61,Healthy
1.5162,5.3714,4.5236,7.72,Degraded
4.3851,8.4613,8.8138,28.74,Danger
2.9246,4.1120,5.2009,11.95,Degraded
2.0548,4.2395,5.4680,12.00,Degraded
1.1999,3.2634,3.0507,1.82,Healthy
1.1573,3.5046,3.6092,0.00,Healthy
1.1560,2.9789,2.9043,0.00,Healthy
0.9863,3.3300,3.3574,1.06,Healthy
2.6072,4.3961,5.2615,10.82,Degraded
5.6681,6.0422,10.8688,26.35,Danger
0.7854,3.3658,3.7586,1.58,Healthy
4.3731,5.0000,14.1633,38.94,Danger
1.7933,4.2919,6.0327,11.77,Degraded
2.3036,4.7056,6.0710,7.32,Degraded
0.9987,3.4196,2.9471,1.78,Healthy
0.7706,2.9333,3.0854,2.59,Healthy
1.8706,3.9013,4.9591,5.63,Degraded
0.9821,3.4850,2.9711,1.04,Healthy
1.0368,3.0597,2.6317,1.60,Healthy
3.5414,7.2436,9.1819,38.08,Danger
3.0645,7.1852,10.2427,21.32,Danger
0.8277,2.9751,2.7875,3.49,Healthy
0.9218,2.4796,2.9566,0.35,Healthy
1.9520,4.3669,6.4565,10.50,Degraded
1.1206,2.7891,3.2057,1.83,Healthy
2.3433,4.0117,6.4131,21.24,Degraded
1.2287,3.1919,2.8125,3.26,Healthy
1.1452,2.8225,3.1084,0.00,Healthy
4.4051,8.4840,15.1927,20.73,Danger
0.9958,2.7774,3.2556,0.38,Healthy
1.1334,2.8928,3.1647,2.68,Healthy
0.7199,3.2431,3.0172,0.77,Healthy
4.9292,6.4846,12.8363,19.49,Danger
3.6799,6.6171,7.0000,20.79,Danger
1.0343,3.1372,2.8516,3.61,Healthy
3.3072,6.7348,12.1851,44.24,Danger
1.0880,3.5687,3.8403,1.89,Healthy
2.1885,4.3420,3.5000,17.19,Degraded
2.4244,4.1734,7.8994,13.04,Degraded
0.8143,2.9653,3.3091,1.93,Healthy
0.9098,3.2857,2.9381,3.02,Healthy
3.0000,8.2056,8.8995,43.64,Danger
3.2932,8.2456,12.2070,37.05,Danger
0.9787,2.9507,2.9218,2.39,Healthy
1.1112,3.4644,2.9877,0.00,Healthy
0.7881,2.6315,3.0997,1.76,Healthy
1.0257,2.8653,3.0909,3.67,Healthy
1.0083,2.9530,2.1664,3.17,Healthy
0.8186,3.2081,2.9423,2.38,Healthy
1.3000,3.9523,7.8447,18.28,Degraded
1.1047,3.3171,3.1936,1.60,Healthy
3.0000,5.3812,13.2462,22.75,Danger
0.8799,2.2346,2.9601,0.00,Healthy
1.3000,4.2706,3.5000,12.75,Degraded
1.1026,2.5852,2.8174,1.53,Healthy
0.8975,3.1449,3.4293,1.34,Healthy
5.3772,6.1338,7.8467,22.31,Danger
1.4049,4.6344,6.5938,5.55,Degraded
0.9763,3.4271,3.1007,0.00,Healthy
1.1870,2.8941,3.7727,1.63,Healthy
0.9910,3.1445,2.7904,3.46,Healthy
0.8939,2.8571,2.7405,3.67,Healthy
5.3184,8.1468,10.0282,38.45,Danger
1.4921,3.6759,4.2489,15.99,Degraded
4.2201,5.4470,20.2781,27.30,Danger
0.9580,2.6556,3.0684,0.89,Healthy
1.0382,3.1558,3.1283,0.29,Healthy
2.3540,4.8945,6.0248,11.35,Degraded
0.9658,3.1906,2.7022,0.70,Healthy
2.8364,5.3576,3.8858,9.97,Degraded
0.8082,3.0889,2.9888,3.41,Healthy
0.9858,3.3036,3.3540,0.47,Healthy
1.0819,3.0269,3.2510,3.72,Healthy
2.5086,3.6783,6.8063,4.74,Degraded
1.0215,3.2408,2.7414,0.64,Healthy
6.3966,8.7157,12.1336,30.61,Danger
1.1072,2.7977,2.5132,3.41,Healthy
0.9497,3.3126,3.0581,2.04,Healthy
1.7331,4.9935,5.0511,11.44,Degraded
2.0152,4.7603,7.7234,14.50,Degraded
1.1483,2.5215,3.0873,1.53,Healthy
1.3132,2.9340,2.9557,2.07,Healthy
2.1587,4.1333,3.5000,9.37,Degraded
0.8996,3.3565,3.0885,3.07,Healthy
2.7631,5.0023,5.7761,9.51,Degraded
1.9698,5.3685,4.7854,20.27,Degraded
0.9925,2.7945,3.0187,0.98,Healthy
2.0833,3.6728,6.0757,7.47,Degraded
4.3552,8.2597,8.1698,23.30,Danger
1.1737,2.5998,2.5725,2.70,Healthy
1.0649,3.0992,3.2219,1.34,Healthy
1.0283,2.8155,3.7321,0.00,Healthy
2.9130,4.1686,4.1047,13.37,Degraded
0.8828,3.0093,3.1942,1.14,Healthy
0.9753,3.1789,2.6769,2.08,Healthy
0.9269,2.9166,2.2029,2.14,Healthy
4.7375,6.7795,8.7554,37.21,Danger
1.0017,2.9071,2.4811,2.46,Healthy
1.1226,3.0189,3.0923,2.84,Healthy
0.9881,2.9909,2.7946,4.14,Healthy
3.8703,5.0000,13.2019,38.03,Danger
2.6140,3.6659,5.6137,11.14,Degraded
0.8117,2.7147,4.0211,1.67,Healthy
2.5360,4.8453,6.7811,18.79,Degraded
0.9564,3.2614,2.7992,1.70,Healthy
1.8760,4.5572,4.5761,13.13,Degraded
0.7533,2.9937,2.0949,0.00,Healthy
2.0943,4.2351,5.5563,13.06,Degraded
1.1938,3.4712,3.1951,0.00,Healthy
3.2481,8.0597,13.6072,15.00,Danger
1.0210,2.7987,3.2689,4.06,Healthy
3.9990,5.9873,14.3752,31.71,Danger
1.7311,4.9410,4.9094,11.34,Degraded
4.5798,6.3617,16.3872,15.27,Danger
1.0705,3.2474,2.0000,0.57,Healthy
2.2953,4.9901,5.8789,13.95,Degraded
2.2469,5.5523,5.2647,14.33,Degraded
2.7143,4.0047,3.8410,8.72,Degraded
2.1620,4.4071,5.5025,14.35,Degraded
1.0096,2.8435,3.2731,0.85,Healthy
1.1068,3.2140,2.8958,1.85,Healthy
2.5431,4.7528,4.9043,20.37,Degraded
2.6715,4.2392,7.2614,14.27,Degraded
2.8872,4.6638,4.0469,8.01,Degraded
1.1910,2.8164,2.6904,2.64,Healthy
1.0635,2.9827,3.1880,2.75,Healthy
0.9047,2.6281,2.9213,0.00,Healthy
2.8864,4.6832,4.5831,8.07,Degraded
3.3609,6.6696,7.0000,36.28,Danger
0.8278,3.2087,2.6478,3.09,Healthy
0.9392,2.9319,3.1757,0.76,Healthy
0.9875,2.5001,3.5346,3.11,Healthy
0.9778,2.6698,2.8920,2.13,Healthy
0.9127,2.7440,3.5808,3.61,Healthy
4.6108,6.7970,14.7439,18.12,Danger
1.0359,3.1228,2.8441,1.19,Healthy
1.0224,2.9648,2.8122,1.61,Healthy
1.0223,3.1582,2.1490,1.25,Healthy
0.9919,2.6310,2.9682,3.47,Healthy
1.0199,2.9637,2.9170,0.93,Healthy
2.4998,5.3513,5.6983,16.90,Degraded
2.9192,4.4404,6.1269,13.88,Degraded
0.8478,3.0899,3.2020,3.02,Healthy
2.7627,3.7455,3.5000,13.01,Degraded
0.9267,3.0460,3.0681,2.01,Healthy
0.8276,2.9684,3.8126,2.85,Healthy
1.1516,3.0678,3.2113,0.00,Healthy
1.0354,2.8423,2.9959,2.62,Healthy
2.4672,4.9615,4.7827,14.40,Degraded
0.9235,2.4741,2.9735,5.23,Healthy
5.7800,8.8155,15.2789,24.07,Danger
1.3235,4.7767,3.9786,12.91,Degraded
1.1330,2.9961,2.2502,3.83,Healthy
0.8597,2.6030,2.6730,1.46,Healthy
4.8207,6.6708,17.8123,25.79,Danger
1.7824,5.4774,6.8862,19.63,Degraded
0.9043,2.6760,2.3407,2.30,Healthy
2.1779,3.4044,6.9743,18.09,Degraded
0.8051,2.5246,2.6644,2.20,Healthy
1.0297,2.8895,2.8803,0.75,Healthy
4.9785,8.7210,11.9282,25.15,Danger
1.9957,4.8828,5.7660,17.28,Degraded
4.8000,8.6675,12.1653,21.68,Danger
1.6071,3.8628,4.4746,4.00,Degraded
1.0576,2.8231,2.0710,2.59,Healthy
0.9670,2.7354,2.7275,0.28,Healthy
0.8418,2.6502,2.8597,2.57,Healthy
0.9875,2.9415,3.2815,3.93,Healthy
0.9562,3.2386,2.6811,1.01,Healthy
0.8937,2.5135,2.7989,0.00,Healthy
1.1610,2.5959,3.1106,1.64,Healthy
0.8608,3.0780,3.2472,0.00,Healthy
4.1890,8.5401,12.6108,42.91,Danger
4.7410,6.4822,18.4670,27.67,Danger
5.5729,6.1645,15.1253,40.34,Danger
1.0044,2.8639,3.7142,0.84,Healthy
2.0267,4.5694,5.0179,13.98,Degraded
1.1777,3.2968,3.3446,1.84,Healthy
0.9307,3.2955,3.0402,1.48,Healthy
0.7545,3.2600,2.6717,1.59,Healthy
1.1087,3.3273,2.7086,1.17,Healthy
0.9060,2.7486,3.1553,0.96,Healthy
1.0944,2.7298,3.1581,2.34,Healthy
0.7093,3.1213,3.1435,0.96,Healthy
1.8702,3.5817,4.9421,11.61,Degraded
0.9994,3.0028,2.9356,3.28,Healthy
2.0675,4.2736,7.0750,12.45,Degraded
4.4719,8.0633,12.2635,45.19,Danger
0.9844,2.5874,2.2794,3.98,Healthy
0.9793,2.4821,3.5459,2.79,Healthy
1.9457,3.5512,6.6997,8.36,Degraded
1.8126,5.1663,6.2075,4.11,Degraded
4.2232,7.0645,8.8531,25.15,Danger
1.2639,2.6444,2.9772,2.51,Healthy
1.0167,3.3887,3.1766,1.79,Healthy
2.4835,4.6373,5.4822,12.58,Degraded
5.4953,7.2719,13.8354,32.64,Danger
1.1208,2.8844,3.5611,0.85,Healthy
4.8657,6.5656,9.2659,38.79,Danger
0.8739,3.3559,2.6198,0.00,Healthy
1.1878,3.0761,2.4362,4.81,Healthy
1.1422,3.1341,2.7668,1.79,Healthy
0.8660,3.3749,3.5658,1.88,Healthy
0.9849,2.7811,3.4009,3.65,Healthy
0.9190,3.0225,2.6982,0.45,Healthy
1.1596,3.3168,2.9155,1.24,Healthy
1.0617,2.7923,2.9850,3.07,Healthy
5.3639,6.1271,14.0508,23.29,Danger
0.9990,3.0705,3.6615,1.66,Healthy
0.9546,2.2557,3.1675,1.75,Healthy
1.0541,2.9546,2.3385,2.20,Healthy
1.9158,3.0000,7.2648,10.96,Degraded
0.8719,3.3756,2.8596,4.47,Healthy
1.1485,2.6221,2.9965,1.06,Healthy
1.1112,2.7034,3.1097,1.81,Healthy
1.0146,3.0664,2.8713,2.64,Healthy
0.9570,2.8936,2.4277,3.19,Healthy
1.0048,2.1984,2.8670,0.96,Healthy
4.4513,6.9496,11.7592,30.84,Danger
1.3000,4.4986,5.7268,8.04,Degraded
0.7097,3.1786,2.7369,1.41,Healthy
0.9622,2.6552,3.4999,4.44,Healthy
4.7418,8.6703,9.3500,36.75,Danger
1.0260,2.4399,3.2531,2.70,Healthy
1.1464,3.1240,2.0000,1.07,Healthy
0.9823,2.7759,2.0320,0.79,Healthy
0.9004,3.0299,2.6119,1.83,Healthy
0.9832,3.5913,2.0798,3.48,Healthy
1.0505,2.9737,2.7212,2.77,Healthy
0.9393,2.7994,2.9261,1.76,Healthy
4.5104,7.4005,13.9301,29.44,Danger
0.8815,3.4282,2.6527,5.53,Healthy
4.8296,7.3494,14.7651,24.32,Danger
2.4022,4.7920,3.5158,4.88,Degraded
4.5954,8.1853,18.6713,21.37,Danger
0.8668,2.8685,2.9663,0.20,Healthy
0.9715,3.3285,3.3195,0.36,Healthy
2.5689,4.5212,5.8959,8.13,Degraded
0.7821,3.1740,3.2163,0.86,Healthy
0.9716,3.6024,3.8034,2.56,Healthy
0.8799,3.1846,2.8451,2.27,Healthy
2.3007,4.6705,5.3413,8.25,Degraded
3.8129,8.7087,17.2730,29.55,Danger
1.8343,3.9158,5.5711,14.46,Degraded
4.6751,7.2259,7.0000,20.34,Danger
3.6824,5.0000,15.9581,28.26,Danger
4.9700,7.5599,11.7945,51.47,Danger
0.9340,3.0053,2.9295,1.05,Healthy
0.9474,2.8479,3.1319,0.00,Healthy
0.9905,3.3002,2.7874,0.77,Healthy
0.8526,3.1243,3.1684,2.55,Healthy
1.0558,2.7780,2.2191,2.17,Healthy
0.9668,3.3528,2.8210,1.82,Healthy
1.2110,2.8957,3.1198,1.33,Healthy
2.2742,4.9934,5.7463,8.82,Degraded
2.4209,4.2584,5.3740,7.80,Degraded
0.9133,2.8746,3.1879,2.79,Healthy
0.9625,3.0266,3.2218,1.07,Healthy
1.0540,3.2060,3.0301,3.38,Healthy
2.6159,4.1544,4.3790,13.97,Degraded
2.5799,4.6471,6.3168,14.89,Degraded
1.0570,2.5349,2.5634,1.20,Healthy
1.0639,2.8197,2.6944,0.14,Healthy
0.9160,3.0133,3.2297,0.58,Healthy
1.4431,4.1639,5.2613,12.35,Degraded
0.9159,3.2435,2.6320,3.58,Healthy
5.0194,7.6691,7.1859,22.68,Danger
1.1035,2.6099,2.9375,5.49,Healthy
1.1670,3.1292,2.7231,3.31,Healthy
0.9475,2.8074,3.3500,2.08,Healthy
1.8291,5.2527,5.5331,16.62,Degraded
0.8996,2.4368,2.5244,0.36,Healthy
1.0486,2.9267,3.0980,0.07,Healthy
0.8988,2.8802,2.8730,3.17,Healthy
4.3113,5.5924,14.3622,27.55,Danger
0.9330,2.8510,3.0967,3.17,Healthy
0.9493,2.6088,2.7391,2.25,Healthy
1.0397,3.2105,3.0991,5.11,Healthy
2.6135,4.7518,5.9246,12.23,Degraded
1.1351,3.1908,2.6479,1.73,Healthy
2.5596,4.8144,6.1704,11.77,Degraded
1.1335,3.6077,3.0445,2.61,Healthy
6.0701,8.0035,9.5862,32.38,Danger
0.8108,3.4584,3.0269,0.87,Healthy
5.1324,6.9010,9.8841,23.13,Danger
0.9976,2.6288,3.4669,1.27,Healthy
4.7045,7.1697,8.5047,30.25,Danger
1.0115,3.3538,3.1869,1.86,Healthy
0.8324,3.5563,3.2238,0.95,Healthy
1.0671,3.0412,2.6056,1.99,Healthy
1.0761,2.8928,2.8809,4.21,Healthy
0.9435,2.7239,2.9709,3.02,Healthy
3.0000,5.8029,8.9235,26.51,Danger
0.7979,3.1300,3.0011,2.84,Healthy
0.9776,3.1755,3.5110,3.14,Healthy
0.9710,3.4303,3.2491,1.75,Healthy
3.0641,5.5274,12.6279,35.97,Danger
2.1974,5.3160,3.5000,8.97,Degraded
2.6213,3.3475,7.0621,9.99,Degraded
5.1838,6.8530,13.1793,35.98,Danger
4.0882,8.9371,15.0732,31.63,Danger
1.0432,2.6302,2.5013,2.68,Healthy
1.2487,2.7141,3.3149,3.08,Healthy
0.8313,2.7267,3.4478,2.11,Healthy
2.0257,5.6195,5.7408,13.77,Degraded
1.0371,3.1757,2.8875,0.73,Healthy
1.1701,3.5153,2.4709,0.00,Healthy
3.4996,6.9912,13.3338,35.84,Danger
3.0000,7.3375,15.9571,40.17,Danger
0.8878,2.5324,2.5057,0.78,Healthy
0.9701,2.9713,3.4848,2.01,Healthy
1.0304,2.6357,2.9599,0.86,Healthy
0.9381,3.2034,2.4923,3.53,Healthy
4.0094,5.3574,16.4952,31.60,Danger
0.7869,2.8293,2.6302,1.92,Healthy
2.3932,6.4756,5.3090,19.91,Degraded
2.5280,4.6148,4.5722,6.25,Degraded
5.6240,8.5543,7.1283,26.14,Danger
0.9592,2.6354,3.0292,2.21,Healthy
1.0126,2.8295,3.1430,3.74,Healthy
0.9778,2.8810,3.5805,0.00,Healthy
0.9529,3.4099,3.6660,1.18,Healthy
1.0515,2.6081,3.4142,5.51,Healthy
4.3835,6.7771,7.0000,15.00,Danger
1.0261,3.0452,3.1459,2.98,Healthy
0.9406,2.8148,3.3636,2.48,Healthy
1.8824,4.9295,6.3681,10.16,Degraded
2.0827,3.5981,4.2119,9.80,Degraded
0.9270,2.7654,2.4528,1.99,Healthy
1.6139,4.7814,3.9762,15.41,Degraded
3.0547,5.0875,6.9385,19.91,Degraded
4.3014,5.5933,7.1689,28.92,Danger
0.7636,3.1420,3.5477,2.23,Healthy
1.9086,3.0000,6.5195,4.00,Degraded
1.0659,2.8808,3.7656,3.82,Healthy
0.9910,3.0992,3.1014,3.35,Healthy
0.9514,2.7127,3.5332,3.38,Healthy
4.2904,7.7108,10.9330,35.52,Danger
6.2495,8.1376,14.3123,32.70,Danger
1.1183,3.6526,2.7294,4.08,Healthy
2.1107,4.4227,4.4072,19.21,Degraded
3.9961,5.6618,15.2313,41.71,Danger
2.5856,5.7568,7.1197,11.11,Degraded
2.3961,4.5512,5.0602,4.00,Degraded
0.7179,3.2383,3.8248,3.80,Healthy
0.9920,2.8449,2.9382,1.10,Healthy
1.1017,2.7453,3.0761,1.36,Healthy
0.9474,2.8102,2.5126,4.86,Healthy
0.8093,2.8229,3.0253,0.52,Healthy
1.1685,2.3722,3.4333,1.27,Healthy
1.0526,3.2019,3.2709,2.18,Healthy
0.8606,2.7586,3.0836,0.66,Healthy
1.5610,4.6851,4.6757,9.42,Degraded
0.9788,3.0749,2.6355,2.43,Healthy
4.9751,6.3837,12.8672,21.44,Danger
2.5902,4.1713,5.3329,17.06,Degraded
0.7000,2.8898,2.5436,2.62,Healthy
4.5284,5.6241,8.3673,24.75,Danger
1.1260,2.6856,2.3292,2.51,Healthy
6.5511,5.7230,9.5817,17.71,Danger
1.3000,3.8531,6.3786,20.99,Degraded
0.7450,3.3175,2.8080,1.39,Healthy
2.0361,3.6247,3.5000,11.01,Degraded
0.9110,2.4874,2.7645,0.00,Healthy
1.0391,3.3407,2.4425,0.00,Healthy
1.2127,3.3000,2.8363,3.90,Healthy
4.5065,5.8183,16.1849,24.65,Danger
1.1766,2.8850,3.6552,0.00,Healthy
1.1744,2.7660,2.9946,2.01,Healthy
0.9618,3.4110,2.6645,0.46,Healthy
1.0102,2.9279,3.0210,1.67,Healthy
4.9438,6.6140,7.2229,34.65,Danger
4.9551,8.7753,10.5098,28.60,Danger
2.1754,4.0298,7.9412,9.57,Degraded
0.8421,2.7812,2.6745,1.04,Healthy
2.7801,4.0895,4.6483,14.74,Degraded
1.2356,3.3787,3.3679,0.00,Healthy
1.9591,3.9378,5.3381,14.33,Degraded
0.9648,2.9643,3.6303,0.60,Healthy
1.0520,3.0258,2.7744,2.66,Healthy
0.9785,3.3436,2.5815,1.99,Healthy
2.5090,5.7534,6.3556,10.52,Degraded
1.0923,2.6491,2.2828,0.52,Healthy
0.9987,3.1253,2.7970,0.00,Healthy
1.4727,3.6490,6.0466,12.57,Degraded
1.6134,4.6438,7.1939,14.61,Degraded
5.5891,5.6245,12.7690,26.06,Danger
0.9529,2.9893,2.7283,0.82,Healthy
1.5638,4.6897,6.5093,14.05,Degraded
1.0117,2.3727,2.7179,2.35,Healthy
5.3533,5.4014,15.0817,52.08,Danger
1.0570,2.5840,3.4881,1.59,Healthy
1.9567,4.0681,5.6665,12.47,Degraded
4.7267,7.7031,10.7626,26.63,Danger
2.2389,4.6482,5.8699,12.68,Degraded
1.0716,2.6191,2.5131,1.77,Healthy
3.0000,7.2622,11.8159,37.14,Danger
4.3122,7.8874,8.6930,26.91,Danger
0.8787,3.3682,2.9272,0.77,Healthy
1.1182,3.1059,3.5027,0.00,Healthy
0.7688,3.1847,2.4498,0.11,Healthy
1.1473,2.9904,3.1312,3.22,Healthy
2.4925,4.2902,6.3806,4.20,Degraded
1.1228,3.3355,3.0829,4.70,Healthy
5.5339,6.7657,15.1944,30.83,Danger
1.0123,3.3205,3.2150,2.37,Healthy
1.9606,4.7525,5.7441,13.15,Degraded
1.1496,2.2458,3.0274,1.51,Healthy
0.9842,3.0291,2.9675,3.48,Healthy
2.2465,3.8591,3.5000,8.16,Degraded
1.0206,2.9907,2.6329,0.32,Healthy
1.0871,2.7795,3.5041,1.11,Healthy
1.1285,3.2598,3.0270,0.72,Healthy
2.1333,5.6527,4.9699,13.12,Degraded
1.0394,2.9695,3.2015,2.23,Healthy
0.7000,2.8536,3.2948,1.56,Healthy
2.1429,5.0980,4.3396,11.33,Degraded
4.3814,6.2143,11.4386,28.83,Danger
2.4021,4.8080,6.5715,7.04,Degraded
1.1747,3.1268,3.1301,0.00,Healthy
1.1365,2.9505,3.0704,0.04,Healthy
4.8058,6.1277,11.5294,25.47,Danger
0.7596,2.9832,2.8427,2.94,Healthy
0.8852,2.9911,3.0955,3.35,Healthy
0.9575,3.5092,2.3931,1.36,Healthy
4.6611,5.9929,11.6708,28.97,Danger
1.1947,3.4028,4.3022,3.46,Healthy
4.6568,7.4462,12.7697,29.73,Danger
